Year;Region;RegionCode;Country;CountryCode;DataCategory;DataCategoryCode;IndicatorCoverageAndDisaggregation;DataAvailableLast5Years;DataAvailableLast10Years;FirstAdministrativeLevel;SecondAdministrativeLevel;CoverageSubscore;MachineReadability;NonProprietary;DownloadOptions;MetadataAvailability;TermsOfUse;OpennessSubscore;OverallScore
2016;Southern Europe;EUZ;Spain;ESP;Social statistics;3;6;6;6;4,5;1,5;24;6,5;8;2;8;4;28,5;52,5
2018;Eastern Europe;EUE;Czech Republic;CZE;Social statistics;3;6,5;6,5;6,5;3;1,5;24;8;8;2,5;6;4;28,5;52,5
2016;Eastern Europe;EUE;Poland;POL;Economic and financial statistics;1;7;7;7;2,5;0,5;24;7;5;2,5;7;6;27,5;51,5
2024;Western Asia;ASW;Armenia;ARM;Social statistics;3;8;6;4,5;5,5;0;24;6;10;4,5;4;0;24,5;48,5
2022;Central Asia;ASC;Kyrgyz Republic;KGZ;Social statistics;3;7,5;6;5,5;5;0;24;7,5;5,5;5;5;1;24;48
2022;Western Asia;ASW;Armenia;ARM;Social statistics;3;8;5,5;5,5;5;0;24;3,5;10;3,5;5;0;22;46
2015;Eastern Asia;ASF;China;CHN;Economic and financial statistics;1;7;6,5;6,5;4;0;24;7;0;0;7;3,5;17,5;41,5
2017;Central Asia;ASC;Kazakhstan;KAZ;Social statistics;3;6;5,5;5,5;4,5;2,5;24;7,5;2;3,5;4,5;0;17,5;41,5
2024;Northern Europe;EUN;Latvia;LVA;Social statistics;3;7;7;6,5;2;1;23,5;9,5;10;9,5;5,5;9;43,5;67
2024;Eastern Asia;ASF;Korea, Rep.;KOR;Social statistics;3;7,5;6,5;6,5;2,5;0,5;23,5;10;10;8,5;5;10;43,5;67
2024;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Social statistics;3;8,5;5;6;3;1;23,5;8;10;5,5;6,5;8;38;61,5
2022;Western Europe;EUW;Austria;AUT;Social statistics;3;6,5;6;5,5;4,5;1;23,5;10;10;5;6;5;36;59,5
2020;Central Asia;ASC;Uzbekistan;UZB;Social statistics;3;6,5;6,5;6;4;0,5;23,5;8,5;10;4;3,5;10;36;59,5
2022;Eastern Europe;EUE;Hungary;HUN;Social statistics;3;6,5;6;6;3,5;1,5;23,5;10;10;5;9;0;34;57,5
2024;Southern Europe;EUZ;Slovenia;SVN;Economic and financial statistics;1;7;7;7;1,5;1;23,5;7;7;6,5;6;7;33,5;57
2022;Eastern Europe;EUE;Poland;POL;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;7;6;6,5;7;33,5;57
2020;Eastern Europe;EUE;Poland;POL;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;7;6,5;5,5;7;33;56,5
2022;Central America;AMM;Costa Rica;CRI;Social statistics;3;7,5;6;5,5;3,5;1;23,5;9;9,5;4;5;5,5;33;56,5
2018;Northern Europe;EUN;Finland;FIN;Economic and financial statistics;1;7;7;7;2;0,5;23,5;7;7;6;6;6;32;55,5
2016;North America;AMN;Canada;CAN;Social statistics;3;6,5;5,5;5;5,5;1;23,5;6;8;3,5;6,5;8;32;55,5
2024;South America;AMZ;Paraguay;PRY;Social statistics;3;8;6;4;5;0,5;23,5;7;8,5;4;5;6,5;31;54,5
2024;North America;AMN;Canada;CAN;Economic and financial statistics;1;7;7;7;1,5;1;23,5;7;7;7;6,5;3,5;31;54,5
2016;Eastern Europe;EUE;Poland;POL;Social statistics;3;5,5;5,5;5;4,5;3;23,5;7;8;3,5;5;7,5;31;54,5
2017;Eastern Europe;EUE;Poland;POL;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;7;6;4,5;6;30,5;54
2022;Western Europe;EUW;Germany;DEU;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;7;5,5;4,5;6;30;53,5
2022;Eastern Africa;AFE;Rwanda;RWA;Social statistics;3;8;4,5;3,5;4,5;3;23,5;4;9;3;5,5;8,5;30;53,5
2018;Eastern Europe;EUE;Poland;POL;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;7;5,5;5;5;29,5;53
2024;Western Asia;ASW;Azerbaijan;AZE;Social statistics;3;7;6;6;3,5;1;23,5;10;8,5;4,5;6;0;29;52,5
2024;South-Eastern Asia;ASE;Indonesia;IDN;Economic and financial statistics;1;7;7;7;2;0,5;23,5;7;7;5;4;6;29;52,5
2018;Eastern Europe;EUE;Czech Republic;CZE;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;7;5;4;3,5;26,5;50
2020;Eastern Europe;EUE;Czech Republic;CZE;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;7;5;3,5;3,5;26;49,5
2018;South America;AMZ;Brazil;BRA;Social statistics;3;7;6;6;4;0,5;23,5;7,5;7;4;4,5;0;23;46,5
2022;South-Eastern Asia;ASE;Timor-Leste;TLS;Social statistics;3;8;3,5;3,5;6,5;2;23,5;3,5;10;3,5;5;0;22;45,5
2015;Western Asia;ASW;Georgia;GEO;Economic and financial statistics;1;7;7;7;2,5;0;23,5;7;5;3,5;6;0;21,5;45
2017;Eastern Europe;EUE;Belarus;BLR;Social statistics;3;7;7;6;2;1,5;23,5;3;9;4;4,5;0;20,5;44
2020;Western Asia;ASW;Jordan;JOR;Social statistics;3;7,5;5,5;5,5;4;1;23,5;3,5;8,5;3;4,5;0;19,5;43
2024;Western Africa;AFW;Ghana;GHA;Social statistics;3;7,5;3,5;2;7,5;3;23,5;2,5;9;3,5;4,5;0;19,5;43
2016;Central Asia;ASC;Kazakhstan;KAZ;Social statistics;3;6;6;6;5;0,5;23,5;5,5;2,5;0;5,5;0;13,5;37
2022;Northern Europe;EUN;Latvia;LVA;Social statistics;3;7;6,5;6,5;2;1;23;9;10;8;8;9,5;44,5;67,5
2022;Central America;AMM;Mexico;MEX;Social statistics;3;6,5;5,5;4,5;6;0,5;23;10;9,5;6,5;7,5;10;43,5;66,5
2020;Central America;AMM;Mexico;MEX;Social statistics;3;6,5;5,5;5;5,5;0,5;23;10;10;6,5;7;10;43,5;66,5
2022;Eastern Europe;EUE;Moldova;MDA;Social statistics;3;6,5;6,5;6,5;2,5;1;23;9;9;6,5;8,5;9;42;65
2022;Northern Europe;EUN;Estonia;EST;Social statistics;3;6,5;6;6;3,5;1;23;9;9;7;7,5;8;40,5;63,5
2018;Eastern Europe;EUE;Slovakia;SVK;Social statistics;3;6;6;5,5;3,5;2;23;9;9;8;5;9;40;63
2020;Western Asia;ASW;Georgia;GEO;Social statistics;3;8;6;6,5;2,5;0;23;8;9;7,5;4,5;8,5;37,5;60,5
2017;Northern Europe;EUN;Finland;FIN;Social statistics;3;6;5,5;5,5;3,5;2,5;23;5,5;8,5;6;8;9;37;60
2022;South-Eastern Asia;ASE;Malaysia;MYS;Social statistics;3;7;5;5;5,5;0,5;23;9,5;10;4,5;5;6,5;35,5;58,5
2020;Northern Europe;EUN;Latvia;LVA;Social statistics;3;7;7;6,5;1,5;1;23;9,5;10;8,5;7,5;0;35,5;58,5
2020;Eastern Africa;AFE;Rwanda;RWA;Social statistics;3;7,5;5;4;4;2,5;23;6,5;9;4,5;5,5;10;35,5;58,5
2024;South-Eastern Asia;ASE;Malaysia;MYS;Economic and financial statistics;1;7;7;7;2;0;23;7;7;7;7;7;35;58
2022;Northern Europe;EUN;Norway;NOR;Economic and financial statistics;1;7;7;7;1,5;0,5;23;7;7;6;7;7;34;57
2017;Northern Europe;EUN;Lithuania;LTU;Social statistics;3;6,5;6;6;2,5;2;23;8,5;9;8,5;8;0;34;57
2018;Northern Europe;EUN;Denmark;DNK;Economic and financial statistics;1;7;7;6,5;2;0,5;23;7;7;5,5;7;7;33,5;56,5
2024;Northern Europe;EUN;Sweden;SWE;Economic and financial statistics;1;7;7;7;2;0;23;7;7;7;5,5;7;33,5;56,5
2016;North America;AMN;Canada;CAN;Economic and financial statistics;1;6,5;6,5;6,5;3,5;0;23;7;7;3,5;7;7;31,5;54,5
2024;Central America;AMM;Mexico;MEX;Economic and financial statistics;1;7;6,5;7;2;0,5;23;7;7;7;4,5;6;31,5;54,5
2018;Western Europe;EUW;Germany;DEU;Economic and financial statistics;1;7;7;7;2;0;23;7;7;4,5;5,5;7;31;54
2024;Western Africa;AFW;Benin;BEN;Social statistics;3;8,5;4,5;3;6;1;23;3,5;10;5;5;7,5;31;54
2024;South America;AMZ;Suriname;SUR;Social statistics;3;8,5;6;4,5;4;0;23;2;9,5;4;5,5;10;31;54
2016;Eastern Europe;EUE;Czech Republic;CZE;Economic and financial statistics;1;7;7;7;2;0;23;7;7;3,5;7;6,5;31;54
2020;Western Europe;EUW;Germany;DEU;Economic and financial statistics;1;7;7;7;2;0;23;7;7;6;4;6,5;30,5;53,5
2022;Central America;AMM;Mexico;MEX;Economic and financial statistics;1;7;6,5;7;2;0,5;23;7;7;6;5;5,5;30,5;53,5
2022;Southern Europe;EUZ;North Macedonia;MKD;Social statistics;3;6;6;6;2,5;2,5;23;8,5;9;4,5;8;0;30;53
2017;North America;AMN;Canada;CAN;Economic and financial statistics;1;7;7;6,5;2;0,5;23;7;7;6;6,5;3,5;30;53
2024;Eastern Europe;EUE;Czech Republic;CZE;Social statistics;3;7,5;6,5;6;2;1;23;7,5;9;4;5;4,5;30;53
2024;Eastern Europe;EUE;Romania;ROU;Economic and financial statistics;1;7;7;7;1;1;23;7;7;7;5,5;3;29,5;52,5
2020;South-Eastern Asia;ASE;Myanmar;MMR;Social statistics;3;7,5;6;5;4,5;0;23;5;10;6;6,5;1;28,5;51,5
2022;South America;AMZ;Suriname;SUR;Social statistics;3;9;5,5;5,5;3;0;23;2,5;9;3,5;4,5;9;28,5;51,5
2024;Middle Africa;AFM;Chad;TCD;Social statistics;3;7,5;6;5;4;0,5;23;6,5;10;7;5;0;28,5;51,5
2022;Western Africa;AFW;Senegal;SEN;Social statistics;3;9;5,5;5,5;3;0;23;0,5;10;3;5;9,5;28;51
2024;Southern Europe;EUZ;Spain;ESP;Economic and financial statistics;1;7;7;7;2;0;23;7;7;5,5;6;2,5;28;51
2016;Northern Europe;EUN;Estonia;EST;Economic and financial statistics;1;7;7;7;2;0;23;7;7;3,5;7;3,5;28;51
2022;Northern Europe;EUN;Lithuania;LTU;Economic and financial statistics;1;7;7;7;1,5;0,5;23;7;7;5,5;7;1;27,5;50,5
2018;Northern Europe;EUN;Norway;NOR;Economic and financial statistics;1;7;7;6,5;2;0,5;23;7;7;5;4,5;4;27,5;50,5
2024;Central America;AMM;Guatemala;GTM;Social statistics;3;7;5;5;4,5;1,5;23;8,5;10;4,5;4,5;0;27,5;50,5
2020;Western Africa;AFW;Senegal;SEN;Social statistics;3;9,5;5;4,5;4;0;23;0,5;10;2,5;5;9;27;50
2018;Northern Europe;EUN;Lithuania;LTU;Economic and financial statistics;1;7;6,5;6,5;2,5;0,5;23;7;7;6;6;1;27;50
2022;Southern Europe;EUZ;Spain;ESP;Economic and financial statistics;1;7;7;7;1,5;0,5;23;7;7;4;6;2,5;26,5;49,5
2024;Central Asia;ASC;Kazakhstan;KAZ;Economic and financial statistics;1;7;7;6;2;1;23;7;6,5;4,5;3,5;4,5;26;49
2022;Southern Asia;ASZ;Sri Lanka;LKA;Social statistics;3;8;4;4,5;2;4,5;23;4;10;5,5;6;0;25,5;48,5
2022;Eastern Europe;EUE;Czech Republic;CZE;Economic and financial statistics;1;7;6,5;7;2,5;0;23;7;7;3,5;4,5;3,5;25,5;48,5
2024;Southern Europe;EUZ;Albania;ALB;Social statistics;3;8;7;5;3;0;23;5;10;5,5;4,5;0;25;48
2016;Eastern Asia;ASF;Mongolia;MNG;Social statistics;3;6;6;6;3,5;1,5;23;8;8;4;5;0;25;48
2015;Eastern Asia;ASF;Mongolia;MNG;Social statistics;3;6,5;6,5;6;3,5;0,5;23;8;8;4;5;0;25;48
2024;Central America;AMM;Belize;BLZ;Social statistics;3;8;5,5;4;5,5;0;23;4,5;10;4,5;6;0;25;48
2022;Western Africa;AFW;Nigeria;NGA;Social statistics;3;9;5;4;5;0;23;1,5;10;4,5;5;0;21;44
2018;Central America;AMM;Honduras;HND;Social statistics;3;6,5;5,5;5,5;4,5;1;23;8;3,5;4;5;0;20,5;43,5
2018;Southern Asia;ASZ;Sri Lanka;LKA;Social statistics;3;7;5,5;4,5;2;4;23;2;9;3,5;5;0;19,5;42,5
2018;Eastern Europe;EUE;Belarus;BLR;Social statistics;3;7;6;6;3;1;23;3;9;3;4,5;0;19,5;42,5
2015;Southern Asia;ASZ;Sri Lanka;LKA;Social statistics;3;6,5;4,5;3,5;2,5;6;23;2,5;2;2;4,5;0;11;34
2024;Northern Europe;EUN;Iceland;ISL;Social statistics;3;8;5,5;7;1,5;0,5;22,5;10;10;9;5,5;10;44,5;67
2020;Western Asia;ASW;United Arab Emirates;ARE;Social statistics;3;7;6;6,5;3;0;22,5;10;9;8;8;8,5;43,5;66
2024;Northern Europe;EUN;Estonia;EST;Social statistics;3;6;5,5;5,5;4;1,5;22,5;9;9;9;6;9;42;64,5
2024;North America;AMN;Greenland;GRL;Social statistics;3;5,5;5,5;5,5;4;2;22,5;9;9;8,5;6;9;41,5;64
2022;Eastern Europe;EUE;Romania;ROU;Social statistics;3;6;6;6;4,5;0;22,5;9;9;8;8,5;4,5;39;61,5
2022;Western Europe;EUW;Netherlands;NLD;Economic and financial statistics;1;6,5;6,5;6,5;2;1;22,5;7;7;7;7;7;35;57,5
2020;Western Europe;EUW;Netherlands;NLD;Economic and financial statistics;1;6,5;6,5;6,5;2;1;22,5;7;7;7;7;7;35;57,5
2024;Northern Europe;EUN;Norway;NOR;Economic and financial statistics;1;7;7;7;1;0,5;22,5;7;7;7;7;7;35;57,5
2024;Western Africa;AFW;Mali;MLI;Social statistics;3;7,5;5;4,5;5,5;0;22,5;4;10;5;5,5;9,5;34;56,5
2024;Eastern Asia;ASF;Mongolia;MNG;Economic and financial statistics;1;7;7;7;1,5;0;22,5;7;7;7;6;7;34;56,5
2022;Southern Europe;EUZ;Slovenia;SVN;Economic and financial statistics;1;7;7;7;1;0,5;22,5;7;7;6,5;6;7;33,5;56
2017;Northern Europe;EUN;Estonia;EST;Social statistics;3;6,5;6;6;3;1;22,5;9;9;6;9;0;33;55,5
2022;North America;AMN;United States;USA;Economic and financial statistics;1;6,5;6;6,5;2,5;1;22,5;7;7;6,5;5,5;7;33;55,5
2024;Western Europe;EUW;France;FRA;Social statistics;3;7;6;5,5;2,5;1,5;22,5;6;9,5;5;5;7;32,5;55
2020;Northern Europe;EUN;Norway;NOR;Economic and financial statistics;1;7;7;6,5;1,5;0,5;22,5;7;7;6,5;7;3,5;31;53,5
2020;North America;AMN;Greenland;GRL;Social statistics;3;5,5;5,5;5,5;3,5;2,5;22,5;7;7;4,5;5,5;7;31;53,5
2024;Western Europe;EUW;Germany;DEU;Economic and financial statistics;1;7;7;7;1,5;0;22,5;7;7;5;4,5;7;30,5;53
2020;Eastern Europe;EUE;Romania;ROU;Economic and financial statistics;1;7;7;7;1,5;0;22,5;7;7;7;5,5;3,5;30;52,5
2024;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Economic and financial statistics;1;7;7;7;1,5;0;22,5;7;7;5;5,5;4,5;29;51,5
2020;South America;AMZ;Suriname;SUR;Social statistics;3;9;5,5;4,5;3,5;0;22,5;3;9;4;4,5;8,5;29;51,5
2024;South America;AMZ;Argentina;ARG;Social statistics;3;7;5,5;5,5;4,5;0;22,5;6,5;9;4;5;3,5;28;50,5
2020;Northern Europe;EUN;Lithuania;LTU;Economic and financial statistics;1;7;7;6,5;1,5;0,5;22,5;7;7;6;7;1;28;50,5
2015;Eastern Europe;EUE;Moldova;MDA;Social statistics;3;6,5;6,5;6,5;2,5;0,5;22,5;8;8;4;8;0;28;50,5
2022;Western Asia;ASW;Palestine;PSE;Economic and financial statistics;1;6,5;6,5;6,5;2,5;0,5;22,5;7;7;3;4;6,5;27,5;50
2020;Southern Europe;EUZ;Spain;ESP;Economic and financial statistics;1;7;7;7;1,5;0;22,5;7;7;4;5,5;3,5;27;49,5
2017;Northern Europe;EUN;Lithuania;LTU;Economic and financial statistics;1;7;6,5;6,5;2,5;0;22,5;7;7;6;5,5;1;26,5;49
2020;Eastern Europe;EUE;Russian Federation;RUS;Social statistics;3;7;6,5;6,5;2;0,5;22,5;5,5;6,5;4,5;6,5;3;26;48,5
2016;Western Asia;ASW;Georgia;GEO;Social statistics;3;6;6;6;3;1,5;22,5;8;7,5;4;6;0;25,5;48
2020;Western Asia;ASW;T?rkiye;TUR;Social statistics;3;7;6,5;6,5;2;0,5;22,5;7,5;2;3,5;5;7,5;25,5;48
2018;Southern Europe;EUZ;Spain;ESP;Economic and financial statistics;1;7;7;6,5;2;0;22,5;6,5;7;4,5;4,5;3;25,5;48
2020;Western Asia;ASW;Azerbaijan;AZE;Social statistics;3;6,5;5,5;5,5;2,5;2,5;22,5;9;7;2,5;6,5;0;25;47,5
2022;Western Asia;ASW;Azerbaijan;AZE;Social statistics;3;6;5,5;5,5;3;2,5;22,5;8,5;6,5;4,5;5;0;24,5;47
2017;Southern Europe;EUZ;Italy;ITA;Economic and financial statistics;1;7;7;7;1;0,5;22,5;5;7;3,5;4;5;24,5;47
2020;Central Asia;ASC;Kyrgyz Republic;KGZ;Social statistics;3;7;6;6;3,5;0;22,5;6,5;4,5;4,5;4;4,5;24;46,5
2020;Western Africa;AFW;Sierra Leone;SLE;Social statistics;3;7,5;3;2;5,5;4,5;22,5;0;9;4,5;4,5;4,5;22,5;45
2017;Central Asia;ASC;Kyrgyz Republic;KGZ;Social statistics;3;6,5;6,5;5,5;3;1;22,5;6;3;3,5;4,5;4,5;21,5;44
2017;Western Africa;AFW;Mali;MLI;Social statistics;3;6,5;4,5;5,5;4;2;22,5;3,5;8,5;4,5;4,5;0;21;43,5
2022;South America;AMZ;Chile;CHL;Economic and financial statistics;1;7;7;7;1,5;0;22,5;7;5;3,5;3,5;2;21;43,5
2016;Central Asia;ASC;Kyrgyz Republic;KGZ;Social statistics;3;6,5;6;6;3,5;0,5;22,5;6,5;4,5;0;5,5;4;20,5;43
2016;Western Asia;ASW;Georgia;GEO;Economic and financial statistics;1;7;7;7;1,5;0;22,5;7;4;2;7;0;20;42,5
2022;Western Asia;ASW;Yemen;YEM;Social statistics;3;8;4;5;5,5;0;22,5;7,5;3,5;3,5;5,5;0;20;42,5
2020;Western Africa;AFW;Guinea;GIN;Social statistics;3;7,5;5;5;4,5;0,5;22,5;0;10;3,5;5;0;18,5;41
2015;Southern Asia;ASZ;India;IND;Social statistics;3;6;5,5;4,5;6;0,5;22,5;8;0;4;4;0;16;38,5
2016;Eastern Europe;EUE;Belarus;BLR;Social statistics;3;6,5;6;5,5;2,5;2;22,5;1,5;7;1;5,5;0;15;37,5
2015;Western Asia;ASW;Azerbaijan;AZE;Social statistics;3;5;5;4,5;4;4;22,5;3,5;0;3;7;0;13,5;36
2015;Caribbean;AMC;Dominican Republic;DOM;Social statistics;3;6;5,5;5;4,5;1,5;22,5;4,5;0;0;5,5;0;10;32,5
2024;Northern Europe;EUN;United Kingdom;GBR;Social statistics;3;7,5;5;6;3;0,5;22;10;9;6,5;7,5;10;43;65
2022;North America;AMN;Greenland;GRL;Social statistics;3;6;5,5;5,5;3,5;1,5;22;9;9;8,5;6,5;9;42;64
2018;Western Europe;EUW;Germany;DEU;Social statistics;3;6;6;6;3;1;22;9;9;5,5;7;9;39,5;61,5
2020;Western Asia;ASW;Bahrain;BHR;Social statistics;3;8;7;6;1;0;22;8,5;8,5;8,5;4,5;9;39;61
2020;Southern Europe;EUZ;Greece;GRC;Social statistics;3;6,5;6;5,5;3;1;22;6,5;9,5;3;8;10;37;59
2024;Middle Africa;AFM;Cameroon;CMR;Social statistics;3;8,5;4;3,5;6;0;22;7;10;6,5;6;7;36,5;58,5
2022;Northern Europe;EUN;Sweden;SWE;Economic and financial statistics;1;7;7;7;1;0;22;7;7;7;7;7;35;57
2020;Northern Europe;EUN;Sweden;SWE;Economic and financial statistics;1;7;7;7;1;0;22;7;7;7;7;7;35;57
2024;Western Asia;ASW;Cyprus;CYP;Social statistics;3;8;7;6,5;0,5;0;22;7,5;9;6,5;6,5;5;34,5;56,5
2022;Northern Europe;EUN;Estonia;EST;Economic and financial statistics;1;7;7;7;1;0;22;7;7;6,5;7;5;32,5;54,5
2018;Western Europe;EUW;France;FRA;Social statistics;3;7;6;6;1,5;1,5;22;6;4,5;4;8,5;9;32;54
2018;Southern Europe;EUZ;Slovenia;SVN;Economic and financial statistics;1;7;7;7;0,5;0,5;22;7;7;5,5;6;6;31,5;53,5
2015;Central America;AMM;Mexico;MEX;Social statistics;3;6,5;5,5;5,5;4,5;0;22;8;6,5;7;6;4;31,5;53,5
2024;Australia and New Zealand;OAZ;New Zealand;NZL;Economic and financial statistics;1;7;7;7;1;0;22;7;7;6,5;4,5;6,5;31,5;53,5
2020;Eastern Asia;ASF;Korea, Rep.;KOR;Economic and financial statistics;1;7;7;7;1;0;22;7;7;6,5;3,5;7;31;53
2024;Central Asia;ASC;Tajikistan;TJK;Social statistics;3;7,5;4;4;3,5;3;22;4,5;9,5;3,5;4,5;9;31;53
2022;Eastern Europe;EUE;Romania;ROU;Economic and financial statistics;1;7;7;7;1;0;22;7;7;7;6;3;30;52
2022;Western Europe;EUW;Belgium;BEL;Economic and financial statistics;1;7;7;6,5;1;0,5;22;7;6,5;6,5;3,5;6;29,5;51,5
2016;Southern Europe;EUZ;Italy;ITA;Economic and financial statistics;1;7;7;7;1;0;22;7;5;3,5;7;7;29,5;51,5
2017;Eastern Europe;EUE;Bulgaria;BGR;Economic and financial statistics;1;7;7;7;1;0;22;7;7;5;7;3,5;29,5;51,5
2017;Eastern Europe;EUE;Czech Republic;CZE;Social statistics;3;6;6;5,5;3,5;1;22;8;8;2;7;4;29;51
2024;Western Europe;EUW;Belgium;BEL;Economic and financial statistics;1;7;7;7;1;0;22;7;7;5,5;3;5,5;28;50
2022;South-Eastern Asia;ASE;Indonesia;IDN;Economic and financial statistics;1;6,5;6,5;6,5;2;0,5;22;6,5;7;4,5;4,5;5,5;28;50
2024;Eastern Africa;AFE;Mozambique;MOZ;Social statistics;3;7,5;5,5;4;4,5;0,5;22;4;9,5;5,5;5,5;3,5;28;50
2024;South-Eastern Asia;ASE;Philippines;PHL;Economic and financial statistics;1;7;7;6;2;0;22;6,5;6,5;4,5;3,5;6,5;27,5;49,5
2016;Southern Europe;EUZ;Slovenia;SVN;Economic and financial statistics;1;7;7;7;1;0;22;7;7;3;6;4;27;49
2024;Northern Europe;EUN;Lithuania;LTU;Economic and financial statistics;1;7;7;7;0,5;0,5;22;7;7;6,5;5,5;1;27;49
2017;Eastern Europe;EUE;Czech Republic;CZE;Economic and financial statistics;1;7;7;7;1;0;22;7;7;5;4;4;27;49
2016;Northern Europe;EUN;Latvia;LVA;Economic and financial statistics;1;7;7;7;1;0;22;7;6,5;3;6,5;3,5;26,5;48,5
2024;Eastern Europe;EUE;Bulgaria;BGR;Economic and financial statistics;1;7;7;7;1;0;22;7;7;5,5;5;2;26,5;48,5
2020;Eastern Europe;EUE;Bulgaria;BGR;Economic and financial statistics;1;7;7;7;0,5;0,5;22;7;5,5;5;5,5;3,5;26,5;48,5
2020;Eastern Africa;AFE;Rwanda;RWA;Economic and financial statistics;1;7;7;7;1;0;22;4,5;7;5,5;2,5;7;26,5;48,5
2016;Australia and New Zealand;OAZ;New Zealand;NZL;Economic and financial statistics;1;7;7;7;1;0;22;7;6;3;4;6,5;26,5;48,5
2022;Southern Europe;EUZ;Croatia;HRV;Social statistics;3;7;6,5;6,5;1;1;22;5,5;9;3,5;6;2;26;48
2024;South America;AMZ;Colombia;COL;Economic and financial statistics;1;7;7;7;1;0;22;6;6;4;5;4;25;47
2018;Eastern Europe;EUE;Romania;ROU;Economic and financial statistics;1;7;7;7;1;0;22;7;7;5,5;5,5;0;25;47
2022;Central Asia;ASC;Kazakhstan;KAZ;Economic and financial statistics;1;6,5;6,5;6,5;2;0,5;22;6;6;4;4;4,5;24,5;46,5
2018;Central America;AMM;Costa Rica;CRI;Social statistics;3;6,5;6;6,5;2;1;22;7;5,5;3;4,5;4,5;24,5;46,5
2020;Middle Africa;AFM;Cameroon;CMR;Social statistics;3;8,5;4,5;4;5;0;22;2;10;3;5;2;22;44
2024;South-Eastern Asia;ASE;Timor-Leste;TLS;Social statistics;3;7,5;4,5;3;6;1;22;2,5;9;4;5,5;0;21;43
2024;Caribbean;AMC;Dominican Republic;DOM;Economic and financial statistics;1;7;7;7;1;0;22;7;5,5;3,5;4;1;21;43
2024;Western Asia;ASW;T?rkiye;TUR;Economic and financial statistics;1;7;7;7;1;0;22;7;2,5;3,5;5;2,5;20,5;42,5
2024;South America;AMZ;Chile;CHL;Economic and financial statistics;1;7;6,5;7;1,5;0;22;7;4;4;3,5;1,5;20;42
2022;Eastern Africa;AFE;Kenya;KEN;Social statistics;3;8;5;4,5;3;1,5;22;0,5;10;3;6;0;19,5;41,5
2024;Southern Asia;ASZ;Bangladesh;BGD;Social statistics;3;9;5,5;4;3,5;0;22;1;10;3;5;0;19;41
2020;South America;AMZ;Paraguay;PRY;Social statistics;3;7;5;5;4,5;0,5;22;4;8;2;5;0;19;41
2024;Northern Africa;AFN;Egypt;EGY;Economic and financial statistics;1;7;7;7;1;0;22;5;7;3,5;3,5;0;19;41
2018;Central Asia;ASC;Kazakhstan;KAZ;Social statistics;3;6,5;5,5;5,5;4,5;0;22;8;3,5;3;4,5;0;19;41
2020;South-Eastern Asia;ASE;Timor-Leste;TLS;Social statistics;3;8;5;5;4;0;22;1;10;2,5;5;0;18,5;40,5
2015;South-Eastern Asia;ASE;Philippines;PHL;Economic and financial statistics;1;6,5;6,5;5,5;2;1,5;22;3;0,5;0,5;3,5;3,5;11;33
2015;Southern Asia;ASZ;Afghanistan;AFG;Social statistics;3;6;5;5,5;4;1,5;22;4;0;0;4,5;0;8,5;30,5
2024;Northern Europe;EUN;Ireland;IRL;Social statistics;3;8;5,5;5;2,5;0,5;21,5;9,5;10;7;6,5;9,5;42,5;64
2017;Australia and New Zealand;OAZ;Australia;AUS;Social statistics;3;6;6;5;4;0,5;21,5;9;2;7,5;8,5;9;36;57,5
2020;Australia and New Zealand;OAZ;New Zealand;NZL;Social statistics;3;6,5;6;6;2;1;21,5;8,5;8,5;5;6;8;36;57,5
2024;Eastern Asia;ASF;Hong Kong SAR, China;HKG;Economic and financial statistics;1;7;7;7;0;0;21,5;7;7;7;7;7;35;56,5
2024;South-Eastern Asia;ASE;Singapore;SGP;Economic and financial statistics;1;7;7;7;0;0;21,5;7;7;7;6,5;7;34,5;56
2018;Northern Europe;EUN;Sweden;SWE;Economic and financial statistics;1;7;7;7;0,5;0;21,5;7;7;6,5;7;7;34,5;56
2022;Eastern Asia;ASF;Mongolia;MNG;Economic and financial statistics;1;6,5;6,5;6,5;2;0;21,5;7;7;6,5;7;7;34,5;56
2024;Eastern Africa;AFE;Burundi;BDI;Social statistics;3;7,5;4,5;4;4;1,5;21,5;7;10;5,5;5,5;6,5;34,5;56
2018;Western Europe;EUW;Netherlands;NLD;Economic and financial statistics;1;6,5;6,5;6,5;1,5;0,5;21,5;7;7;6;7;7;34;55,5
2018;Australia and New Zealand;OAZ;Australia;AUS;Social statistics;3;6;6;5,5;3,5;0,5;21,5;8;3;5;9;9;34;55,5
2017;Northern Europe;EUN;Finland;FIN;Economic and financial statistics;1;6,5;6,5;6,5;1,5;0,5;21,5;7;7;7;6,5;6;33,5;55
2020;Northern Europe;EUN;Ireland;IRL;Economic and financial statistics;1;7;7;6,5;1;0;21,5;7;7;7;5;7;33;54,5
